name,human_eq_type,location,serving,status,date,status2,date2,time_spent
Herald Sq - 34th St,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-14 20:28:37,FIXED,2017-03-14 21:18:22,0 days 00:49:45.000000000
Herald Sq - 34th St,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-15 11:38:26,FIXED,2017-03-15 12:28:14,0 days 00:49:48.000000000
Herald Sq - 34th St,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-16 17:08:38,FIXED,2017-03-16 17:28:31,0 days 00:19:53.000000000
Herald Sq - 34th St,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-18 03:58:31,FIXED,2017-03-18 07:08:29,0 days 03:09:58.000000000
Herald Sq - 34th St,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-21 06:48:44,FIXED,2017-03-21 08:58:38,0 days 02:09:54.000000000
Herald Sq - 34th St,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-21 18:58:42,FIXED,2017-03-21 21:28:37,0 days 02:29:55.000000000
Herald Sq - 34th St,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-25 07:38:43,FIXED,2017-03-25 09:18:45,0 days 01:40:02.000000000
Herald Sq - 34th St,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-26 21:38:35,FIXED,2017-03-27 09:08:44,0 days 11:30:09.000000000
Herald Sq - 34th St,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-27 18:38:30,FIXED,2017-03-27 22:48:48,0 days 04:10:18.000000000
Herald Sq - 34th St,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-28 07:09:20,,,
Herald Sq - 34th St,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-31 07:58:26,FIXED,2017-03-31 08:48:38,0 days 00:50:12.000000000
Herald Sq - 34th St,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-31 20:48:41,FIXED,2017-03-31 21:38:25,0 days 00:49:44.000000000
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-14 16:58:21,FIXED,2017-03-15 01:08:36,0 days 08:10:15.000000000
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-15 10:28:20,FIXED,2017-03-15 16:38:21,0 days 06:10:01.000000000
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-16 04:08:34,FIXED,2017-03-16 08:48:22,0 days 04:39:48.000000000
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-16 16:38:24,FIXED,2017-03-16 22:38:41,0 days 06:00:17.000000000
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-17 22:18:23,FIXED,2017-03-17 23:38:19,0 days 01:19:56.000000000
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-18 07:38:24,,,
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-19 19:58:54,FIXED,2017-03-19 23:48:44,0 days 03:49:50.000000000
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-20 10:08:48,,,
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-22 00:48:22,FIXED,2017-03-22 01:38:39,0 days 00:50:17.000000000
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-22 19:58:47,FIXED,2017-03-22 21:28:48,0 days 01:30:01.000000000
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-23 04:28:43,FIXED,2017-03-23 05:28:48,0 days 01:00:05.000000000
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-23 19:38:52,FIXED,2017-03-23 21:09:01,0 days 01:30:09.000000000
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-24 03:38:47,FIXED,2017-03-24 03:58:46,0 days 00:19:59.000000000
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-24 16:58:49,FIXED,2017-03-25 09:18:45,0 days 16:19:56.000000000
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-25 14:18:43,FIXED,2017-03-25 22:58:18,0 days 08:39:35.000000000
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-26 05:28:44,,,
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-27 00:58:35,FIXED,2017-03-27 07:48:24,0 days 06:49:49.000000000
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-28 22:08:35,FIXED,2017-03-28 22:48:48,0 days 00:40:13.000000000
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-30 05:38:45,FIXED,2017-03-30 06:48:41,0 days 01:09:56.000000000
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-30 20:18:28,FIXED,2017-03-30 20:38:53,0 days 00:20:25.000000000
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-04-01 05:18:47,FIXED,2017-04-01 07:38:34,0 days 02:19:47.000000000
High St,An escalator,,Lower Mezzanine To Upper Mezzanine,FIXED,2017-03-15 00:28:19,,,
High St,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-15 12:08:29,FIXED,2017-03-15 16:48:36,0 days 04:40:07.000000000
High St,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-17 15:18:43,FIXED,2017-03-17 19:48:39,0 days 04:29:56.000000000
High St,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-17 21:28:15,,,
High St,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-18 04:08:40,FIXED,2017-03-18 09:08:21,0 days 04:59:41.000000000
High St,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-20 18:48:30,FIXED,2017-03-20 20:38:41,0 days 01:50:11.000000000
High St,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-21 21:28:36,FIXED,2017-03-21 22:48:30,0 days 01:19:54.000000000
High St,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-22 05:28:35,,,
High St,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-22 22:18:43,FIXED,2017-03-23 03:08:49,0 days 04:50:06.000000000
High St,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-23 16:18:33,FIXED,2017-03-23 17:08:34,0 days 00:50:01.000000000
High St,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-24 05:48:47,FIXED,2017-03-24 07:48:34,0 days 01:59:47.000000000
High St,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-26 05:28:44,,,
High St,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-26 23:28:45,FIXED,2017-03-27 01:18:47,0 days 01:50:02.000000000
High St,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-27 06:28:30,FIXED,2017-03-27 18:58:32,0 days 12:30:02.000000000
High St,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-27 20:19:06,,,
High St,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-28 05:18:49,FIXED,2017-03-28 07:18:23,0 days 01:59:34.000000000
High St,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-28 22:08:36,FIXED,2017-03-28 22:48:47,0 days 00:40:11.000000000
High St,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-30 14:58:46,FIXED,2017-03-30 19:28:31,0 days 04:29:45.000000000
High St,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-30 20:28:46,FIXED,2017-03-30 23:08:51,0 days 02:40:05.000000000
High St,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-31 20:28:24,FIXED,2017-04-01 01:18:32,0 days 04:50:08.000000000
Howard Beach - JFK Airport,An elevator,Coleman Square and 159th Avenue,Street To Mezzanine,OUTAGE,2017-03-16 08:48:21,FIXED,2017-03-16 23:38:18,0 days 14:49:57.000000000
Howard Beach - JFK Airport,An escalator,,Mezzanine To Air Train,OUTAGE,2017-03-20 10:58:42,FIXED,2017-03-20 19:58:37,0 days 08:59:55.000000000
Hunts Point Ave,An elevator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-14 22:38:40,,,
Hunts Point Ave,An elevator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-21 22:18:54,FIXED,2017-03-21 22:38:50,0 days 00:19:56.000000000
Hunts Point Ave,An elevator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-26 11:18:21,FIXED,2017-03-27 01:08:51,0 days 13:50:30.000000000
Hunts Point Ave,An elevator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-14 22:38:40,,,
Hunts Point Ave,An elevator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-21 18:09:13,FIXED,2017-03-21 22:28:50,0 days 04:19:37.000000000
Hunts Point Ave,An elevator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-26 05:48:51,FIXED,2017-03-26 11:08:49,0 days 05:19:58.000000000
Hunts Point Ave,An elevator,Hunts Point Avenue between Bruckner Boulevard and East 163rd Street,,FIXED,2017-03-18 09:18:25,,,
Hunts Point Ave,An elevator,Hunts Point Avenue between Bruckner Boulevard and East 163rd Street,,OUTAGE,2017-03-22 03:38:28,FIXED,2017-03-22 08:58:34,0 days 05:20:06.000000000
Hunts Point Ave,An elevator,Hunts Point Avenue between Bruckner Boulevard and East 163rd Street,,OUTAGE,2017-03-23 05:28:33,FIXED,2017-03-23 09:08:52,0 days 03:40:19.000000000
Hunts Point Ave,An elevator,Hunts Point Avenue between Bruckner Boulevard and East 163rd Street,Street To Mezzanine,OUTAGE,2017-03-18 07:28:39,,,
Hunts Point Ave,An elevator,Hunts Point Avenue between Bruckner Boulevard and East 163rd Street,Street To Mezzanine,OUTAGE,2017-03-24 03:38:48,,,
Intervale Ave,An escalator,,Street To Mezzanine,OUTAGE,2017-03-15 18:58:42,FIXED,2017-03-15 21:08:49,0 days 02:10:07.000000000
Intervale Ave,An escalator,,Street To Mezzanine,OUTAGE,2017-03-18 03:08:18,FIXED,2017-03-18 09:18:25,0 days 06:10:07.000000000
Intervale Ave,An escalator,,Street To Mezzanine,OUTAGE,2017-03-25 06:38:39,FIXED,2017-03-25 09:38:46,0 days 03:00:07.000000000
Inwood - 207th St,An elevator,SW corner of Broadway and 207th Street,Street To Mezzanine,OUTAGE,2017-03-16 20:28:35,FIXED,2017-03-16 22:48:45,0 days 02:20:10.000000000
Jackson Hts - Roosevelt Av&amp; 74th St - Broadway,An elevator,,Mezzanine To Downtown 7,FIXED,2017-03-18 17:08:46,,,
Jackson Hts - Roosevelt Av&amp; 74th St - Broadway,An elevator,,Mezzanine To Downtown E/F/M/R,FIXED,2017-03-19 18:58:49,FIXED,2017-03-24 15:48:55,4 days 20:50:06.000000000
Jackson Hts - Roosevelt Av&amp; 74th St - Broadway,An elevator,Roosevelt Avenue between 74th and 75th Streets,,FIXED,2017-03-19 00:28:29,FIXED,2017-03-27 16:28:43,8 days 16:00:14.000000000
Jackson Hts - Roosevelt Av&amp; 74th St - Broadway,An elevator,Roosevelt Avenue between 74th and 75th Streets,Middle Mezzanine To Street To Irt Mezzanine To Northbound Irt Platform(7),FIXED,2017-03-27 09:18:39,FIXED,2017-03-30 08:38:44,2 days 23:20:05.000000000
Jackson Hts - Roosevelt Av&amp; 74th St - Broadway,An escalator,,Lower Mezzanine To Upper Mezzanine,FIXED,2017-03-15 08:38:19,FIXED,2017-03-16 08:28:22,0 days 23:50:03.000000000
"Jackson Hts - Roosevelt Av, 74th St - Broadway",An elevator,,Mezzanine To Downtown 7,OUTAGE,2017-03-18 16:08:44,,,
"Jackson Hts - Roosevelt Av, 74th St - Broadway",An elevator,,Mezzanine To Downtown E/F/M/R,OUTAGE,2017-03-19 14:38:25,,,
"Jackson Hts - Roosevelt Av, 74th St - Broadway",An elevator,,Mezzanine To Downtown E/F/M/R,OUTAGE,2017-03-24 13:58:29,,,
"Jackson Hts - Roosevelt Av, 74th St - Broadway",An elevator,,Mezzanine To Downtown E/F/M/R,OUTAGE,2017-03-29 14:48:22,,,
"Jackson Hts - Roosevelt Av, 74th St - Broadway",An elevator,,Mezzanine To Downtown E/F/M/R,OUTAGE,2017-03-30 09:58:42,,,
"Jackson Hts - Roosevelt Av, 74th St - Broadway",An elevator,Roosevelt Avenue between 74th and 75th Streets,,OUTAGE,2017-03-27 11:48:30,,,
"Jackson Hts - Roosevelt Av, 74th St - Broadway",An elevator,Roosevelt Avenue between 74th and 75th Streets,Middle Mezzanine To Street To Irt Mezzanine To Northbound Irt Platform(7),OUTAGE,2017-03-18 21:48:19,,,
"Jackson Hts - Roosevelt Av, 74th St - Broadway",An elevator,Roosevelt Avenue between 74th and 75th Streets,Middle Mezzanine To Street To Irt Mezzanine To Northbound Irt Platform(7),OUTAGE,2017-03-26 14:08:50,,,
"Jackson Hts - Roosevelt Av, 74th St - Broadway",An elevator,Roosevelt Avenue between 74th and 75th Streets,Middle Mezzanine To Street To Irt Mezzanine To Northbound Irt Platform(7),OUTAGE,2017-03-29 03:08:23,,,
"Jackson Hts - Roosevelt Av, 74th St - Broadway",An elevator,Roosevelt Avenue between 74th and 75th Streets,Middle Mezzanine To Street To Irt Mezzanine To Northbound Irt Platform(7),OUTAGE,2017-03-29 17:08:37,,,
"Jackson Hts - Roosevelt Av, 74th St - Broadway",An elevator,Roosevelt Avenue between 74th and 75th Streets,Middle Mezzanine To Street To Irt Mezzanine To Northbound Irt Platform(7),OUTAGE,2017-03-31 00:09:16,,,
"Jackson Hts - Roosevelt Av, 74th St - Broadway",An elevator,Roosevelt Avenue between 74th and 75th Streets,Middle Mezzanine To Street To Irt Mezzanine To Northbound Irt Platform(7),OUTAGE,2017-03-31 15:48:29,,,
"Jackson Hts - Roosevelt Av, 74th St - Broadway",An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-15 03:28:16,,,
"Jackson Hts - Roosevelt Av, 74th St - Broadway",An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-16 03:58:23,,,
"Jackson Hts - Roosevelt Av, 74th St - Broadway",An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-16 20:48:34,,,
"Jackson Hts - Roosevelt Av, 74th St - Broadway",An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-18 22:28:31,,,
"Jackson Hts - Roosevelt Av, 74th St - Broadway",An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-20 17:48:27,,,
"Jackson Hts - Roosevelt Av, 74th St - Broadway",An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-21 05:28:50,,,
"Jackson Hts - Roosevelt Av, 74th St - Broadway",An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-21 17:38:25,,,
"Jackson Hts - Roosevelt Av, 74th St - Broadway",An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-22 20:09:06,,,
"Jackson Hts - Roosevelt Av, 74th St - Broadway",An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-23 12:58:26,,,
"Jackson Hts - Roosevelt Av, 74th St - Broadway",An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-24 12:48:53,,,
"Jackson Hts - Roosevelt Av, 74th St - Broadway",An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-25 22:08:30,,,
"Jackson Hts - Roosevelt Av, 74th St - Broadway",An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-27 02:58:31,,,
"Jackson Hts - Roosevelt Av, 74th St - Broadway",An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-27 20:58:25,,,
"Jackson Hts - Roosevelt Av, 74th St - Broadway",An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-28 16:38:49,,,
"Jackson Hts - Roosevelt Av, 74th St - Broadway",An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-29 21:18:27,,,
"Jackson Hts - Roosevelt Av, 74th St - Broadway",An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-30 06:38:32,,,
"Jackson Hts - Roosevelt Av, 74th St - Broadway",An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-30 21:08:58,,,
"Jackson Hts - Roosevelt Av, 74th St - Broadway",An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-31 10:48:30,,,
"Jackson Hts - Roosevelt Av, 74th St - Broadway",An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-31 22:48:56,,,
"Jackson Hts - Roosevelt Av, 74th St - Broadway",An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-04-01 14:28:50,,,
Jamaica - 179th St,An elevator,,Mezzanine To Platform,OUTAGE,2017-03-16 00:48:22,FIXED,2017-03-16 01:09:01,0 days 00:20:39.000000000
Jamaica - 179th St,An elevator,,Mezzanine To Platform,OUTAGE,2017-03-16 13:58:39,FIXED,2017-03-16 18:48:18,0 days 04:49:39.000000000
Jamaica - 179th St,An elevator,,Mezzanine To Platform,OUTAGE,2017-03-18 13:48:34,FIXED,2017-03-18 14:48:46,0 days 01:00:12.000000000
Jamaica - 179th St,An elevator,,Mezzanine To Platform,OUTAGE,2017-03-22 15:10:06,FIXED,2017-03-22 19:38:37,0 days 04:28:31.000000000
Jamaica - 179th St,An elevator,,Mezzanine To Platform,OUTAGE,2017-03-25 15:08:58,FIXED,2017-03-25 16:08:19,0 days 00:59:21.000000000
Jamaica - 179th St,An elevator,,Mezzanine To Platform,OUTAGE,2017-03-25 20:08:49,,,
Jamaica - 179th St,An elevator,,Mezzanine To Platform,OUTAGE,2017-03-27 17:28:52,FIXED,2017-03-27 22:28:58,0 days 05:00:06.000000000
Jamaica - 179th St,An elevator,SE corner of 179th Place and Hillside Avenue,Street To Mezzanine,OUTAGE,2017-03-21 03:58:25,FIXED,2017-03-21 08:58:37,0 days 05:00:12.000000000
Jamaica - 179th St,An elevator,SE corner of 179th Place and Hillside Avenue,Street To Mezzanine,OUTAGE,2017-03-22 03:58:24,FIXED,2017-03-22 08:58:34,0 days 05:00:10.000000000
Jamaica - 179th St,An elevator,SE corner of 179th Place and Hillside Avenue,Street To Mezzanine,OUTAGE,2017-03-30 15:48:23,FIXED,2017-03-30 19:08:31,0 days 03:20:08.000000000
Jamaica - Van Wyck,An elevator,,Mezzanine To Platform,OUTAGE,2017-03-24 06:18:33,FIXED,2017-03-24 07:58:41,0 days 01:40:08.000000000
Jamaica - Van Wyck,An elevator,Corner of 89th Avenue and the Van Wyck Expressway south service road,Street to Mezzanine,OUTAGE,2017-03-24 08:08:41,FIXED,2017-03-24 09:18:50,0 days 01:10:09.000000000
Jamaica - Van Wyck,An escalator,,Center Island Platform To Mezzanine,OUTAGE,2017-03-21 14:09:01,FIXED,2017-03-21 15:38:31,0 days 01:29:30.000000000
Jamaica - Van Wyck,An escalator,,Center Island Platform To Mezzanine,OUTAGE,2017-03-28 11:28:38,FIXED,2017-03-28 16:38:49,0 days 05:10:11.000000000
Jamaica - Van Wyck,An escalator,,Center Island Platform To Mezzanine,OUTAGE,2017-03-29 22:08:55,FIXED,2017-03-30 01:48:28,0 days 03:39:33.000000000
Jamaica - Van Wyck,An escalator,,Mezzanine To Street,OUTAGE,2017-03-26 16:58:24,FIXED,2017-03-26 20:08:54,0 days 03:10:30.000000000
Jamaica Ctr - Parsons / Archer,An elevator,,Mezzanine To Platforms,OUTAGE,2017-03-25 10:58:44,FIXED,2017-03-25 13:58:33,0 days 02:59:49.000000000
Jamaica Ctr - Parsons / Archer,An elevator,,Mezzanine To Platforms,OUTAGE,2017-03-27 01:18:47,FIXED,2017-03-27 05:28:45,0 days 04:09:58.000000000
Jamaica Ctr - Parsons / Archer,An elevator,,Mezzanine To Platforms,OUTAGE,2017-03-30 19:18:43,FIXED,2017-03-30 20:58:36,0 days 01:39:53.000000000
Jamaica Ctr - Parsons / Archer,An elevator,South side of Archer Avenue at Parsons Boulevard,,FIXED,2017-03-17 19:28:22,FIXED,2017-03-20 23:48:46,3 days 04:20:24.000000000
Jamaica Ctr - Parsons / Archer,An elevator,South side of Archer Avenue at Parsons Boulevard,,OUTAGE,2017-03-27 19:28:48,,,
Jamaica Ctr - Parsons / Archer,An elevator,South side of Archer Avenue at Parsons Boulevard,Street To Mezzanine,OUTAGE,2017-03-17 12:08:47,,,
Jamaica Ctr - Parsons / Archer,An elevator,South side of Archer Avenue at Parsons Boulevard,Street To Mezzanine,OUTAGE,2017-03-20 13:08:54,FIXED,2017-03-28 01:38:41,7 days 12:29:47.000000000
Jamaica Ctr - Parsons / Archer,An escalator,,Center Island Lower Platform To Mezzanine,OUTAGE,2017-03-28 15:58:41,FIXED,2017-03-28 16:58:39,0 days 00:59:58.000000000
Jamaica Ctr - Parsons / Archer,An escalator,,Center Island Lower Platform To Mezzanine,OUTAGE,2017-03-30 18:58:36,FIXED,2017-03-30 19:58:31,0 days 00:59:55.000000000
Jamaica Ctr - Parsons / Archer,An escalator,,Center Island Lower Platform To Mezzanine,OUTAGE,2017-03-31 19:58:52,FIXED,2017-03-31 20:48:45,0 days 00:49:53.000000000
Jamaica Ctr - Parsons / Archer,An escalator,,Center Island Upper Platform To Mezzanine,OUTAGE,2017-03-23 03:28:43,FIXED,2017-03-23 06:58:43,0 days 03:30:00.000000000
Jamaica Ctr - Parsons / Archer,An escalator,,Center Island Upper Platform To Mezzanine,OUTAGE,2017-03-23 08:28:43,,,
Jamaica Ctr - Parsons / Archer,An escalator,,Center Island Upper Platform To Mezzanine,OUTAGE,2017-03-24 06:08:45,FIXED,2017-03-24 08:58:47,0 days 02:50:02.000000000
Jamaica Ctr - Parsons / Archer,An escalator,,Center Island Upper Platform To Mezzanine,OUTAGE,2017-03-26 00:48:36,FIXED,2017-03-26 01:28:44,0 days 00:40:08.000000000
Jamaica Ctr - Parsons / Archer,An escalator,,Center Island Upper Platform To Mezzanine,OUTAGE,2017-03-28 09:28:43,FIXED,2017-03-28 10:28:54,0 days 01:00:11.000000000
Jamaica Ctr - Parsons / Archer,An escalator,,Center Island Upper Platform To Mezzanine,OUTAGE,2017-03-29 11:48:35,FIXED,2017-03-29 13:09:20,0 days 01:20:45.000000000
Jamaica Ctr - Parsons / Archer,An escalator,,Center Island Upper Platform To Mezzanine,OUTAGE,2017-03-30 03:38:46,FIXED,2017-03-30 09:18:27,0 days 05:39:41.000000000
Jamaica Ctr - Parsons / Archer,An escalator,,Center Island Upper Platform To Mezzanine,OUTAGE,2017-03-31 03:28:43,FIXED,2017-03-31 08:58:20,0 days 05:29:37.000000000
Jamaica Ctr - Parsons / Archer,An escalator,,Mezzanine To Platform,OUTAGE,2017-03-23 06:48:39,FIXED,2017-03-23 07:28:24,0 days 00:39:45.000000000
Jamaica Ctr - Parsons / Archer,An escalator,,Mezzanine To Platform,OUTAGE,2017-03-29 14:28:49,FIXED,2017-03-29 15:48:47,0 days 01:19:58.000000000
Jamaica Ctr - Parsons / Archer,An escalator,,Mezzanine To Street,OUTAGE,2017-03-17 15:18:43,FIXED,2017-03-17 17:08:21,0 days 01:49:38.000000000
Jamaica Ctr - Parsons / Archer,An escalator,,Mezzanine To Street,OUTAGE,2017-03-21 01:48:40,FIXED,2017-03-21 09:28:34,0 days 07:39:54.000000000
Jamaica Ctr - Parsons / Archer,An escalator,,Mezzanine To Street,OUTAGE,2017-03-21 18:28:53,FIXED,2017-03-21 22:18:55,0 days 03:50:02.000000000
Jamaica Ctr - Parsons / Archer,An escalator,,Mezzanine To Street,OUTAGE,2017-03-22 09:38:22,FIXED,2017-03-22 11:38:43,0 days 02:00:21.000000000
Jamaica Ctr - Parsons / Archer,An escalator,,Mezzanine To Street,OUTAGE,2017-03-24 15:58:46,FIXED,2017-03-24 17:28:43,0 days 01:29:57.000000000
